Order ID,Order Status All,Unprocessed Order Flag,Pending Order Flag,Backordered Order Flag,Shipped Order Flag,Complete Order Flag,Canceled Order Flag,Order Date,Date Needed By,Rush Order,Total # of Offer Lines Ordered,Total # of Offer Units Ordered,Order Ship To Requested Freight Carrier
8378181378,S C ,1,0,0,1,1,0,01/12/2026 08:00:25,01/13/2026,0,14,,Virtual Ve
8378182675,S C ,1,0,0,1,1,0,01/12/2026 08:00:28,01/12/2026,0,1,,UPS
8378182677,S C ,1,0,0,1,1,0,01/12/2026 08:00:29,01/12/2026,0,1,,UPS
8378182679,S C ,1,0,0,1,1,0,01/12/2026 08:00:30,01/12/2026,0,1,,UPS
8378182685,S C ,1,0,0,1,1,0,01/12/2026 08:00:31,01/12/2026,0,1,,UPS
8378184032,X C ,1,0,0,0,1,1,01/12/2026 08:00:32,01/12/2026,0,1,,UPS
8378184033,X C ,1,0,0,0,1,1,01/12/2026 08:00:33,01/12/2026,0,1,0.0,UPS
8378184034,X C ,1,0,0,0,1,1,01/12/2026 08:00:34,01/12/2026,0,1,,DHL eCommerce
8378184035,S C ,1,0,0,1,1,0,01/12/2026 08:00:37,01/12/2026,0,1,,UPS
8378184036,S C ,1,0,0,1,1,0,01/12/2026 08:00:38,01/12/2026,0,1,,UPS
8378184037,S C ,1,0,0,1,1,0,01/12/2026 08:00:39,01/12/2026,0,1,,UPS
8378184038,S C ,1,0,0,1,1,0,01/12/2026 08:00:40,01/12/2026,0,1,,DHL eCommerce
8378184039,S C ,1,0,0,1,1,0,01/12/2026 08:00:41,01/12/2026,0,1,,UPS
8378184040,S X C ,1,0,0,1,1,1,01/12/2026 08:00:42,01/12/2026,0,2,,SAIA
8378184041,S C ,1,0,0,1,1,0,01/12/2026 08:00:44,01/12/2026,0,1,,UPS
8378184042,S C ,1,0,0,1,1,0,01/12/2026 08:00:46,01/12/2026,0,1,,UPS
8378184043,S X C ,1,0,0,1,1,1,01/12/2026 08:00:48,01/12/2026,0,1,,UPS
8378184044,S C ,1,0,0,1,1,0,01/12/2026 08:00:50,01/12/2026,0,1,,UPS
8378184045,S C ,1,0,0,1,1,0,01/12/2026 08:00:51,01/12/2026,0,1,,UPS
8378184046,S X C ,1,0,0,1,1,1,01/12/2026 08:00:53,01/12/2026,0,1,,UPS
8378184456,S C ,1,0,0,1,1,0,01/12/2026 08:00:55,01/13/2026,0,1,,DHL eCommerce
8378184457,S C ,1,0,0,1,1,0,01/12/2026 08:00:57,01/13/2026,0,1,,DHL eCommerce
8378184458,S C ,1,0,0,1,1,0,01/12/2026 08:00:58,01/13/2026,0,1,,UPS
8378184459,S C ,1,0,0,1,1,0,01/12/2026 08:00:59,01/13/2026,0,2,,DHL eCommerce
8378184460,S C ,1,0,0,1,1,0,01/12/2026 08:01:01,01/13/2026,0,6,,YRC Inc
8378184462,S C ,1,0,0,1,1,0,01/12/2026 08:01:02,01/13/2026,0,1,,DHL eCommerce
8378184463,S C ,1,0,0,1,1,0,01/12/2026 08:01:03,01/13/2026,0,1,,DHL eCommerce
8378184464,S C ,1,0,0,1,1,0,01/12/2026 08:01:05,01/13/2026,0,1,,DHL eCommerce
8378184470,S C ,1,0,0,1,1,0,01/12/2026 08:01:05,01/13/2026,0,1,,DHL eCommerce
8378184485,S C ,1,0,0,1,1,0,01/12/2026 08:01:06,01/13/2026,0,1,,DHL eCommerce
8378181345,S C ,1,0,0,1,1,0,01/12/2026 08:27:00,1/12/2026,0,1,500.0,
8378185024,S C ,1,0,0,1,1,0,01/12/2026 15:30:02,01/13/2026,0,1,,Virtual Ve
8378185250,S C ,1,0,0,1,1,0,01/12/2026 15:30:03,01/13/2026,0,1,,DHL eCommerce
8378185320,S C ,1,0,0,1,1,0,01/12/2026 15:30:04,01/14/2026,0,1,,Virtual Ve
8378185490,S C ,1,0,0,1,1,0,01/12/2026 15:30:05,01/13/2026,0,1,,UPS
8378185491,S C ,1,0,0,1,1,0,01/12/2026 15:30:06,01/13/2026,0,1,,DHL eCommerce
8378185492,X C ,1,0,0,0,1,1,01/12/2026 15:30:06,01/14/2026,0,1,,UPS
8378185493,S C ,1,0,0,1,1,0,01/12/2026 15:30:07,01/13/2026,0,1,,UPS
8378185494,S C ,1,0,0,1,1,0,01/12/2026 15:30:08,01/13/2026,0,2,,DHL eCommerce
8378185495,S C ,1,0,0,1,1,0,01/12/2026 15:30:09,01/13/2026,0,1,,DHL eCommerce
8378185497,S C ,1,0,0,1,1,0,01/12/2026 15:30:09,01/13/2026,0,1,,UPS
8378185498,S C ,1,0,0,1,1,0,01/12/2026 15:30:10,01/13/2026,0,1,,UPS
8378185499,S C ,1,0,0,1,1,0,01/12/2026 15:30:12,01/13/2026,0,1,,UPS
8378185500,S C ,1,0,0,1,1,0,01/12/2026 15:30:13,01/13/2026,0,1,,UPS
8378185501,S C ,1,0,0,1,1,0,01/12/2026 15:30:13,01/13/2026,0,1,,UPS
8378185502,S C ,1,0,0,1,1,0,01/12/2026 15:30:15,01/14/2026,0,1,,UPS
8378185503,S C ,1,0,0,1,1,0,01/12/2026 15:30:16,01/13/2026,0,1,,UPS
8378185504,S C ,1,0,0,1,1,0,01/12/2026 15:30:16,01/14/2026,0,2,,UPS
8378185505,X C ,1,0,0,0,1,1,01/12/2026 15:30:18,01/14/2026,0,1,,DHL eCommerce
8378185506,S X C ,1,0,0,1,1,1,01/12/2026 15:30:20,01/14/2026,0,6,,DHL eCommerce
8378185508,S C ,1,0,0,1,1,0,01/12/2026 15:30:22,01/13/2026,0,3,,UPS
8378185509,S X C ,1,0,0,1,1,1,01/12/2026 15:30:23,01/13/2026,0,1,,UPS
8378185510,S C ,1,0,0,1,1,0,01/12/2026 15:30:24,01/14/2026,0,7,,Virtual Ve
8378185511,S C ,1,0,0,1,1,0,01/12/2026 15:30:25,01/14/2026,0,1,,UPS
8378185512,S C ,1,0,0,1,1,0,01/12/2026 15:30:27,01/14/2026,0,1,,UPS
8378185513,S C ,1,0,0,1,1,0,01/12/2026 15:30:28,01/14/2026,0,2,,UPS
8378185514,S C ,1,0,0,1,1,0,01/12/2026 15:30:29,01/14/2026,0,1,,Virtual Ve
8378185515,S C ,1,0,0,1,1,0,01/12/2026 15:30:30,01/14/2026,0,2,,Virtual Ve
8378185516,S C ,1,0,0,1,1,0,01/12/2026 15:30:31,01/14/2026,0,1,,DHL eCommerce
8378185517,S C ,1,0,0,1,1,0,01/12/2026 15:30:32,01/13/2026,0,1,,DHL eCommerce
8378185519,S C ,1,0,0,1,1,0,01/12/2026 15:30:34,01/14/2026,0,12,,DHL eCommerce
8378185521,S C ,1,0,0,1,1,0,01/12/2026 15:30:35,01/15/2026,0,6,,DHL eCommerce
8378185522,S C ,1,0,0,1,1,0,01/12/2026 15:30:36,01/15/2026,0,9,,DHL eCommerce
8378186978,S C ,1,0,0,1,1,0,01/13/2026 08:00:02,01/13/2026,0,2,,UPS
8378186980,S C ,1,0,0,1,1,0,01/13/2026 08:00:03,01/13/2026,0,1,,UPS
8378186981,S C ,1,0,0,1,1,0,01/13/2026 08:00:04,01/13/2026,0,1,,Virtual Ve
8378186982,S C ,1,0,0,1,1,0,01/13/2026 08:00:05,01/13/2026,0,1,,UPS
8378186984,S C ,1,0,0,1,1,0,01/13/2026 08:00:07,01/13/2026,0,2,,UPS
8378186986,S C ,1,0,0,1,1,0,01/13/2026 08:00:09,01/13/2026,0,1,,UPS
8378186988,S C ,1,0,0,1,1,0,01/13/2026 08:00:11,01/13/2026,0,1,,UPS
8378186989,S C ,1,0,0,1,1,0,01/13/2026 08:00:12,01/13/2026,0,1,,DHL eCommerce
8378187007,S X C ,1,0,0,1,1,1,01/13/2026 08:00:13,01/13/2026,0,2,,UPS
8378187996,X C ,1,0,0,0,1,1,01/13/2026 08:00:14,01/13/2026,0,1,,DHL eCommerce
8378187997,S C ,1,0,0,1,1,0,01/13/2026 08:00:16,01/13/2026,0,1,,UPS
8378187998,S C ,1,0,0,1,1,0,01/13/2026 08:00:17,01/13/2026,0,1,,UPS
8378187999,S C ,1,0,0,1,1,0,01/13/2026 08:00:19,01/13/2026,0,1,,UPS
8378188000,S C ,1,0,0,1,1,0,01/13/2026 08:00:20,01/13/2026,0,1,,UPS
8378188001,S C ,1,0,0,1,1,0,01/13/2026 08:00:22,01/13/2026,0,1,,DHL eCommerce
8378188002,S X C ,1,0,0,1,1,1,01/13/2026 08:00:23,01/13/2026,0,2,,DHL eCommerce
8378188003,S C ,1,0,0,1,1,0,01/13/2026 08:00:25,01/13/2026,0,1,,UPS
8378188004,S C ,1,0,0,1,1,0,01/13/2026 08:00:27,01/13/2026,0,1,,UPS
8378188005,S C ,1,0,0,1,1,0,01/13/2026 08:00:30,01/13/2026,0,1,,UPS
8378188006,S C ,1,0,0,1,1,0,01/13/2026 08:00:31,01/13/2026,0,1,,DHL eCommerce
8378188007,S C ,1,0,0,1,1,0,01/13/2026 08:00:33,01/13/2026,0,1,,Virtual Ve
8378188008,S C ,1,0,0,1,1,0,01/13/2026 08:00:36,01/13/2026,0,1,,UPS
8378188009,X C ,1,0,0,0,1,1,01/13/2026 08:00:37,01/13/2026,0,1,,UPS
8378188010,S C ,1,0,0,1,1,0,01/13/2026 08:00:39,01/13/2026,0,1,,Virtual Ve
8378188011,S C ,1,0,0,1,1,0,01/13/2026 08:00:41,01/13/2026,0,1,,DHL eCommerce
8378188012,S C ,1,0,0,1,1,0,01/13/2026 08:00:42,01/13/2026,0,1,,DHL eCommerce
8378188013,S C ,1,0,0,1,1,0,01/13/2026 08:00:43,01/13/2026,0,1,,DHL eCommerce
8378188014,S C ,1,0,0,1,1,0,01/13/2026 08:00:44,01/13/2026,0,1,,DHL eCommerce
8378188018,S C ,1,0,0,1,1,0,01/13/2026 08:00:45,01/13/2026,0,1,,UPS
8378188190,P ,1,1,0,0,0,0,01/13/2026 08:00:46,01/13/2026,0,1,,UPS
8378188191,S C ,1,0,0,1,1,0,01/13/2026 08:00:48,01/13/2026,0,1,,DHL eCommerce
8378188192,S C ,1,0,0,1,1,0,01/13/2026 08:00:49,01/14/2026,0,1,,Virtual Ve
8378188193,S C ,1,0,0,1,1,0,01/13/2026 08:00:51,01/13/2026,0,1,,UPS
8378188194,S C ,1,0,0,1,1,0,01/13/2026 08:00:52,01/13/2026,0,1,,DHL eCommerce
8378188195,S C ,1,0,0,1,1,0,01/13/2026 08:00:53,01/14/2026,0,1,,Virtual Ve
8378188196,S C ,1,0,0,1,1,0,01/13/2026 08:00:54,01/14/2026,0,3,,DHL eCommerce
8378188197,S C ,1,0,0,1,1,0,01/13/2026 08:00:56,01/14/2026,0,1,,DHL eCommerce
8378188240,S C ,1,0,0,1,1,0,01/13/2026 08:00:57,01/14/2026,0,1,,UPS
8378188241,S C ,1,0,0,1,1,0,01/13/2026 08:00:58,01/14/2026,0,1,,UPS
8378188243,S C ,1,0,0,1,1,0,01/13/2026 08:00:58,01/14/2026,0,1,,UPS
8378188244,S C ,1,0,0,1,1,0,01/13/2026 08:00:59,01/14/2026,0,1,,UPS
8378188246,X C ,1,0,0,0,1,1,01/13/2026 08:01:01,01/13/2026,0,1,,DHL eCommerce
8378188247,S C ,1,0,0,1,1,0,01/13/2026 08:01:01,01/14/2026,0,1,,DHL eCommerce
8378188248,S C ,1,0,0,1,1,0,01/13/2026 08:01:03,01/14/2026,0,2,,DHL eCommerce
8378188249,S C ,1,0,0,1,1,0,01/13/2026 08:01:05,01/14/2026,0,1,,UPS
8378188725,X C ,1,0,0,0,1,1,01/13/2026 13:30:02,01/15/2026,0,1,,DHL eCommerce
8378188857,S C ,1,0,0,1,1,0,01/13/2026 13:30:03,01/15/2026,0,4,,DHL eCommerce
8378188858,S C ,1,0,0,1,1,0,01/13/2026 13:30:04,01/14/2026,0,1,,UPS
8378188859,S C ,1,0,0,1,1,0,01/13/2026 13:30:04,01/15/2026,0,1,,DHL eCommerce
8378188860,S C ,1,0,0,1,1,0,01/13/2026 13:30:05,01/14/2026,0,1,,DHL eCommerce
8378188861,S C ,1,0,0,1,1,0,01/13/2026 13:30:06,01/14/2026,0,1,,UPS
8378188862,S C ,1,0,0,1,1,0,01/13/2026 13:30:06,01/15/2026,0,1,,DHL eCommerce
8378188864,S C ,1,0,0,1,1,0,01/13/2026 13:30:07,01/15/2026,0,1,,DHL eCommerce
8378188865,S C ,1,0,0,1,1,0,01/13/2026 13:30:08,01/14/2026,0,2,,DHL eCommerce
8378188866,S C ,1,0,0,1,1,0,01/13/2026 13:30:09,01/14/2026,0,1,,DHL eCommerce
8378188867,S C ,1,0,0,1,1,0,01/13/2026 13:30:10,01/14/2026,0,1,,UPS
8378188868,S C ,1,0,0,1,1,0,01/13/2026 13:30:10,01/14/2026,0,1,,UPS
8378188869,S C ,1,0,0,1,1,0,01/13/2026 13:30:11,01/14/2026,0,1,,UPS
8378188870,S C ,1,0,0,1,1,0,01/13/2026 13:30:12,01/14/2026,0,1,,UPS
8378188871,S C ,1,0,0,1,1,0,01/13/2026 13:30:13,01/14/2026,0,1,,DHL eCommerce
8378188872,S C ,1,0,0,1,1,0,01/13/2026 13:30:13,01/14/2026,0,1,,UPS
8378188873,S C ,1,0,0,1,1,0,01/13/2026 13:30:14,01/14/2026,0,1,,UPS
8378188874,S C ,1,0,0,1,1,0,01/13/2026 13:30:15,01/15/2026,0,4,,Virtual Ve
8378188875,S C ,1,0,0,1,1,0,01/13/2026 13:30:16,01/14/2026,0,1,,UPS
8378188876,S C ,1,0,0,1,1,0,01/13/2026 13:30:17,01/14/2026,0,1,,UPS
8378188877,S C ,1,0,0,1,1,0,01/13/2026 13:30:17,01/14/2026,0,2,,DHL eCommerce
8378188878,S C ,1,0,0,1,1,0,01/13/2026 13:30:18,01/14/2026,0,1,,UPS
8378188879,S C ,1,0,0,1,1,0,01/13/2026 13:30:19,01/14/2026,0,1,,DHL eCommerce
8378188880,S C ,1,0,0,1,1,0,01/13/2026 13:30:20,01/15/2026,0,1,,DHL eCommerce
8378188881,S C ,1,0,0,1,1,0,01/13/2026 13:30:20,01/15/2026,0,1,,DHL eCommerce
8378188882,S C ,1,0,0,1,1,0,01/13/2026 13:30:21,01/16/2026,0,1,,UPS
8378188883,S C ,1,0,0,1,1,0,01/13/2026 13:30:22,01/16/2026,0,2,,UPS
8378188884,S C ,1,0,0,1,1,0,01/13/2026 13:30:23,01/16/2026,0,1,,Virtual Ve
8378189763,S C ,1,0,0,1,1,0,01/14/2026 08:00:02,01/15/2026,0,10,,Virtual Ve
8378189771,X C ,1,0,0,0,1,1,01/14/2026 08:00:13,01/14/2026,0,1,,UPS
8378190446,S C ,1,0,0,1,1,0,01/14/2026 08:00:14,01/14/2026,0,1,,UPS
8378190447,S C ,1,0,0,1,1,0,01/14/2026 08:00:16,01/14/2026,0,1,,UPS
8378190448,S C ,1,0,0,1,1,0,01/14/2026 08:00:18,01/14/2026,0,1,,DHL eCommerce
8378190449,X C ,1,0,0,0,1,1,01/14/2026 08:00:20,01/14/2026,0,1,,DHL eCommerce
8378190450,S C ,1,0,0,1,1,0,01/14/2026 08:00:21,01/14/2026,0,1,,UPS
8378190451,X C ,1,0,0,0,1,1,01/14/2026 08:00:22,01/14/2026,0,1,,UPS
8378190452,S C ,1,0,0,1,1,0,01/14/2026 08:00:24,01/14/2026,0,1,,UPS
8378190749,S C ,1,0,0,1,1,0,01/14/2026 08:00:26,01/16/2026,0,1,,DHL eCommerce
8378190750,S C ,1,0,0,1,1,0,01/14/2026 08:00:27,01/15/2026,0,1,,DHL eCommerce
8378190751,S C ,1,0,0,1,1,0,01/14/2026 08:00:32,01/16/2026,0,1,,DHL eCommerce
8378190753,S C ,1,0,0,1,1,0,01/14/2026 08:00:33,01/15/2026,0,1,,UPS
8378190754,S C ,1,0,0,1,1,0,01/14/2026 08:00:34,01/15/2026,0,1,,DHL eCommerce
8378190755,P ,1,1,0,0,0,0,01/14/2026 08:00:38,01/14/2026,0,1,,Virtual Ve
8378190756,S X C ,1,0,0,1,1,1,01/14/2026 08:00:39,01/15/2026,0,1,,DHL eCommerce
8378190758,S C ,1,0,0,1,1,0,01/14/2026 08:00:40,01/15/2026,0,1,,UPS
8378190759,S C ,1,0,0,1,1,0,01/14/2026 08:00:41,01/15/2026,0,1,,UPS
8378190760,S C ,1,0,0,1,1,0,01/14/2026 08:00:43,01/15/2026,0,1,,DHL eCommerce
8378190769,S C ,1,0,0,1,1,0,01/14/2026 08:00:44,01/15/2026,0,1,,DHL eCommerce
8378190771,S C ,1,0,0,1,1,0,01/14/2026 08:00:45,01/15/2026,0,1,,DHL eCommerce
8378190776,S C ,1,0,0,1,1,0,01/14/2026 08:00:45,01/15/2026,0,2,,DHL eCommerce
8378190782,S C ,1,0,0,1,1,0,01/14/2026 08:00:47,01/15/2026,0,1,,UPS
8378190784,S C ,1,0,0,1,1,0,01/14/2026 08:00:48,01/16/2026,0,1,,UPS
8378190791,S C ,1,0,0,1,1,0,01/14/2026 08:00:49,01/15/2026,0,1,,DHL eCommerce
8378190903,S C ,1,0,0,1,1,0,01/14/2026 08:00:50,01/14/2026,0,1,,UPS
8378190919,S C ,1,0,0,1,1,0,01/14/2026 15:00:02,01/15/2026,0,3,,DHL eCommerce
8378191218,S C ,1,0,0,1,1,0,01/14/2026 15:00:03,01/15/2026,0,1,,Virtual Ve
8378191233,S C ,1,0,0,1,1,0,01/14/2026 15:00:03,01/15/2026,0,1,,DHL eCommerce
8378191320,S C ,1,0,0,1,1,0,01/14/2026 15:00:04,01/15/2026,0,1,,DHL eCommerce
8378191321,S C ,1,0,0,1,1,0,01/14/2026 15:00:05,01/15/2026,0,1,,UPS
8378191517,S C ,1,0,0,1,1,0,01/14/2026 15:00:06,01/15/2026,0,1,,UPS
8378191666,S C ,1,0,0,1,1,0,01/14/2026 15:00:06,01/16/2026,0,1,,DHL eCommerce
8378191667,S C ,1,0,0,1,1,0,01/14/2026 15:00:07,01/16/2026,0,1,,DHL eCommerce
8378191668,S C ,1,0,0,1,1,0,01/14/2026 15:00:08,01/15/2026,0,1,,DHL eCommerce
8378191669,S C ,1,0,0,1,1,0,01/14/2026 15:00:08,01/15/2026,0,1,,UPS
8378191670,S C ,1,0,0,1,1,0,01/14/2026 15:00:09,01/15/2026,0,1,,UPS
8378191671,S C ,1,0,0,1,1,0,01/14/2026 15:00:10,01/16/2026,0,1,,DHL eCommerce
8378191672,S C ,1,0,0,1,1,0,01/14/2026 15:00:10,01/15/2026,0,1,,UPS
8378191673,S X C ,1,0,0,1,1,1,01/14/2026 15:00:11,01/16/2026,0,1,28.0,UPS
8378191674,P ,1,1,0,0,0,0,01/14/2026 15:00:12,01/15/2026,0,1,,Virtual Ve
8378191675,S C ,1,0,0,1,1,0,01/14/2026 15:00:12,01/16/2026,0,1,,UPS
8378191676,S C ,1,0,0,1,1,0,01/14/2026 15:00:13,01/15/2026,0,2,,DHL eCommerce
8378191678,S C ,1,0,0,1,1,0,01/14/2026 15:00:14,01/15/2026,0,1,,UPS
8378191679,S C ,1,0,0,1,1,0,01/14/2026 15:00:14,01/15/2026,0,1,,UPS
8378191680,S C ,1,0,0,1,1,0,01/14/2026 15:00:15,01/15/2026,0,1,,DHL eCommerce
8378192594,S C ,1,0,0,1,1,0,01/15/2026 08:00:02,01/15/2026,0,1,,DHL eCommerce
8378192602,S C ,1,0,0,1,1,0,01/15/2026 08:00:03,01/15/2026,0,1,,UPS
8378192603,S C ,1,0,0,1,1,0,01/15/2026 08:00:04,01/15/2026,0,1,,UPS
8378192605,S C ,1,0,0,1,1,0,01/15/2026 08:00:05,01/15/2026,0,1,,UPS
8378192606,S C ,1,0,0,1,1,0,01/15/2026 08:00:06,01/15/2026,0,1,,UPS
8378192607,S C ,1,0,0,1,1,0,01/15/2026 08:00:07,01/15/2026,0,2,,UPS
8378192608,S C ,1,0,0,1,1,0,01/15/2026 08:00:07,01/15/2026,0,1,,UPS
8378192609,S C ,1,0,0,1,1,0,01/15/2026 08:00:08,01/15/2026,0,1,,Virtual Ve
8378192610,S C ,1,0,0,1,1,0,01/15/2026 08:00:11,01/15/2026,0,1,,DHL eCommerce
8378192611,S C ,1,0,0,1,1,0,01/15/2026 08:00:13,01/15/2026,0,1,,UPS
8378192612,S C ,1,0,0,1,1,0,01/15/2026 08:00:14,01/15/2026,0,1,,UPS
8378192618,S C ,1,0,0,1,1,0,01/15/2026 08:00:15,01/15/2026,0,1,,UPS
8378192621,S C ,1,0,0,1,1,0,01/15/2026 08:00:16,01/16/2026,0,2,,Virtual Ve
8378192622,S C ,1,0,0,1,1,0,01/15/2026 08:00:17,01/15/2026,0,1,,UPS
8378192626,X C ,1,0,0,0,1,1,01/15/2026 08:00:18,01/15/2026,0,1,,UPS
8378192633,S C ,1,0,0,1,1,0,01/15/2026 08:00:19,01/15/2026,0,1,,UPS
8378193460,S C ,1,0,0,1,1,0,01/15/2026 08:00:20,01/16/2026,0,1,,UPS
8378193461,X C ,1,0,0,0,1,1,01/15/2026 08:00:22,01/15/2026,0,1,,DHL eCommerce
8378193462,X C ,1,0,0,0,1,1,01/15/2026 08:00:23,01/15/2026,0,1,,DHL eCommerce
8378193463,X C ,1,0,0,0,1,1,01/15/2026 08:00:24,01/15/2026,0,1,,UPS
8378193464,S C ,1,0,0,1,1,0,01/15/2026 08:00:25,01/15/2026,0,1,,DHL eCommerce
8378193638,S C ,1,0,0,1,1,0,01/15/2026 08:00:26,01/16/2026,0,1,,UPS
8378193639,S C ,1,0,0,1,1,0,01/15/2026 08:00:26,01/16/2026,0,1,,UPS
8378193980,S C ,1,0,0,1,1,0,01/15/2026 14:00:02,01/19/2026,0,4,,Southwest
8378193981,S C ,1,0,0,1,1,0,01/15/2026 14:00:03,01/19/2026,0,2,,Southwest
8378193992,X C ,1,0,0,0,1,1,01/15/2026 14:00:05,01/16/2026,0,1,,DHL eCommerce
8378193993,S C ,1,0,0,1,1,0,01/15/2026 14:00:06,01/16/2026,0,1,,UPS
8378193994,S C ,1,0,0,1,1,0,01/15/2026 14:00:07,01/16/2026,0,1,,UPS
8378194327,S C ,1,0,0,1,1,0,01/15/2026 14:00:09,01/19/2026,0,1,,UPS
8378194328,S C ,1,0,0,1,1,0,01/15/2026 14:00:10,01/16/2026,0,2,,DHL eCommerce
8378194329,P ,1,1,0,0,0,0,01/15/2026 14:00:11,01/16/2026,0,1,,DHL eCommerce
8378194330,S C ,1,0,0,1,1,0,01/15/2026 14:00:11,01/16/2026,0,1,,UPS
8378194331,S C ,1,0,0,1,1,0,01/15/2026 14:00:12,01/19/2026,0,1,,DHL eCommerce
8378194332,S C ,1,0,0,1,1,0,01/15/2026 14:00:13,01/16/2026,0,1,,UPS
8378194333,S C ,1,0,0,1,1,0,01/15/2026 14:00:14,01/16/2026,0,1,,Virtual Ve
8378194334,S C ,1,0,0,1,1,0,01/15/2026 14:00:15,01/16/2026,0,1,,Virtual Ve
8378194335,P ,1,1,0,0,0,0,01/15/2026 14:00:16,01/16/2026,0,1,,UPS
8378194336,S C ,1,0,0,1,1,0,01/15/2026 14:00:17,01/16/2026,0,1,,UPS
8378194337,S C ,1,0,0,1,1,0,01/15/2026 14:00:18,01/19/2026,0,2,,DHL eCommerce
8378194338,S C ,1,0,0,1,1,0,01/15/2026 14:00:19,01/16/2026,0,1,,DHL eCommerce
8378194339,S C ,1,0,0,1,1,0,01/15/2026 14:00:20,01/16/2026,0,1,,UPS
8378194340,S C ,1,0,0,1,1,0,01/15/2026 14:00:21,01/16/2026,0,1,,UPS
8378194341,S C ,1,0,0,1,1,0,01/15/2026 14:00:21,01/16/2026,0,1,,UPS
8378194342,S C ,1,0,0,1,1,0,01/15/2026 14:00:22,01/16/2026,0,1,,Virtual Ve
8378194343,S C ,1,0,0,1,1,0,01/15/2026 14:00:23,01/16/2026,0,3,,DHL eCommerce
8378194346,S C ,1,0,0,1,1,0,01/15/2026 14:00:23,01/16/2026,0,4,,Virtual Ve
8378194347,S C ,1,0,0,1,1,0,01/15/2026 14:00:24,01/16/2026,0,1,,UPS
8378194348,S C ,1,0,0,1,1,0,01/15/2026 14:00:25,01/16/2026,0,1,,UPS
8378194349,S C ,1,0,0,1,1,0,01/15/2026 14:00:26,01/16/2026,0,2,,UPS
8378194350,S C ,1,0,0,1,1,0,01/15/2026 14:00:27,01/16/2026,0,1,,UPS
8378194351,S C ,1,0,0,1,1,0,01/15/2026 14:00:30,01/16/2026,0,2,,Virtual Ve
8378194352,S C ,1,0,0,1,1,0,01/15/2026 14:00:31,01/16/2026,0,1,,Virtual Ve
8378194353,S C ,1,0,0,1,1,0,01/15/2026 14:00:31,01/16/2026,0,1,,Virtual Ve
8378194354,S C ,1,0,0,1,1,0,01/15/2026 14:00:32,01/16/2026,0,1,,UPS
8378195286,P ,1,1,0,0,0,0,01/16/2026 08:00:02,01/16/2026,0,1,,UPS
8378195287,P ,1,1,0,0,0,0,01/16/2026 08:00:04,01/19/2026,0,4,,Virtual Ve
8378195297,S C ,1,0,0,1,1,0,01/16/2026 08:00:05,01/16/2026,0,3,,YRC Inc
8378195889,P ,1,1,0,0,0,0,01/16/2026 08:00:06,01/16/2026,0,1,,DHL eCommerce
8378195890,S C ,1,0,0,1,1,0,01/16/2026 08:00:07,01/16/2026,0,1,,UPS
8378195891,P X ,1,1,0,0,0,1,01/16/2026 08:00:08,01/16/2026,0,2,,DHL eCommerce
8378195893,S C ,1,0,0,1,1,0,01/16/2026 08:00:10,01/16/2026,0,1,,UPS
8378195894,S C ,1,0,0,1,1,0,01/16/2026 08:00:11,01/16/2026,0,1,,UPS
